word,count,str_sandhi_rachana
प्रदेशाध्यक्ष,6,प् + र् + अ + द + े + श + ा + ध् + य् + अ + क् + ष् + अ
प्रदेशाध्यक्षपदाची,4,प् + र् + अ + द + े + श + ा + ध् + य् + अ + क् + ष् + अ + प् + अ + द + ा + च + ी
प्रदेशाध्यक्षपदी,8,प् + र् + अ + द + े + श + ा + ध् + य् + अ + क् + ष् + अ + प् + अ + द + ी
प्रदेशाध्यक्षांनी,2,प् + र् + अ + द + े + श + ा + ध् + य् + अ + क् + ष + ा + ं + न + ी
प्रभाग,9,प् + र् + अ + भ + ा + ग् + अ
प्रभागात,3,प् + र् + अ + भ + ा + ग + ा + त् + अ
प्रभारी,2,प् + र् + अ + भ + ा + र + ी
प्रभावी,2,प् + र् + अ + भ + ा + व + ी
प्रभावीपणे,1,प् + र् + अ + भ + ा + व + ी + प् + अ + ण + े
प्रमाण,3,प् + र् + अ + म + ा + ण् + अ
प्रमाणपत्र,2,प् + र् + अ + म + ा + ण् + अ + प् + अ + त् + र् + अ
प्रमाणपत्रांमध्ये,1,प् + र् + अ + म + ा + ण् + अ + प् + अ + त् + र + ा + ं + म् + अ + ध् + य + े
प्रमाणात,10,प् + र् + अ + म + ा + ण + ा + त् + अ
प्रमाणावर,3,प् + र् + अ + म + ा + ण + ा + व् + अ + र् + अ
प्रमाणे,1,प् + र् + अ + म + ा + ण + े
प्रमुख,24,प् + र् + अ + म + ु + ख् + अ
प्रमुखांची,1,प् + र् + अ + म + ु + ख + ा + ं + च + ी
प्रयत्,1,प् + र् + अ + य् + अ + त्
प्रयत्न,54,प् + र् + अ + य् + अ + त् + न् + अ
प्रयत्नशील,3,प् + र् + अ + य् + अ + त् + न् + अ + श + ी + ल् + अ
प्रयत्नांचा,1,प् + र् + अ + य् + अ + त् + न + ा + ं + च + ा
प्रयत्नांची,1,प् + र् + अ + य् + अ + त् + न + ा + ं + च + ी
प्रयत्नांना,1,प् + र् + अ + य् + अ + त् + न + ा + ं + न + ा
प्रयत्नांबाबत,1,प् + र् + अ + य् + अ + त् + न + ा + ं + ब + ा + ब् + अ + त् + अ
प्रयत्नांमुळे,1,प् + र् + अ + य् + अ + त् + न + ा + ं + म + ु + ळ + े
प्रयत्नाचा,1,प् + र् + अ + य् + अ + त् + न + ा + च + ा
प्रयत्नाच्या,1,प् + र् + अ + य् + अ + त् + न + ा + च् + य + ा
प्रयत्नात,2,प् + र् + अ + य् + अ + त् + न + ा + त् + अ
प्रयोगाचा,1,प् + र् + अ + य + ो + ग + ा + च + ा
प्रलंबित,2,प् + र् + अ + ल + ं + ब + ि + त् + अ
प्रलोभनांना,1,प् + र् + अ + ल + ो + भ् + अ + न + ा + ं + न + ा
प्रल्हाद,1,प् + र् + अ + ल् + ह + ा + द् + अ
प्रवक्त,1,प् + र् + अ + व् + अ + क् + त् + अ
प्रवक्तयाने,1,प् + र् + अ + व् + अ + क् + त् + अ + य + ा + न + े
प्रवक्ता,1,प् + र् + अ + व् + अ + क् + त + ा
प्रवक्ते,10,प् + र् + अ + व् + अ + क् + त + े
प्रवक्त्याने,1,प् + र् + अ + व् + अ + क् + त् + य + ा + न + े
प्रवाशांना,1,प् + र् + अ + व + ा + श + ा + ं + न + ा
प्रवाशाने,1,प् + र् + अ + व + ा + श + ा + न + े
प्रवाशी,1,प् + र् + अ + व + ा + श + ी
प्रवास,8,प् + र् + अ + व + ा + स् + अ
प्रवासादरम्यानच,1,प् + र् + अ + व + ा + स + ा + द् + अ + र् + अ + म् + य + ा + न् + अ + च् + अ
प्रवासी,2,प् + र् + अ + व + ा + स + ी
प्रवेश,13,प् + र् + अ + व + े + श् + अ
प्रवेशद्वार,2,प् + र् + अ + व + े + श् + अ + द् + व + ा + र् + अ
प्रवेशद्वाराऐवजी,1,प् + र् + अ + व + े + श् + अ + द् + व + ा + र + ा + ऐ + व् + अ + ज + ी
प्रवेशलेले,1,प् + र् + अ + व + े + श् + अ + ल + े + ल + े
प्रवेशाबाबत,1,प् + र् + अ + व + े + श + ा + ब + ा + ब् + अ + त् + अ
प्रवेशावर,1,प् + र् + अ + व + े + श + ा + व् + अ + र् + अ
प्रशंसक,1,प् + र् + अ + श + ं + स् + अ + क् + अ
प्रशंसनीय,2,प् + र् + अ + श + ं + स् + अ + न + ी + य् + अ
प्रशासक,2,प् + र् + अ + श + ा + स् + अ + क् + अ
प्रशासकाची,1,प् + र् + अ + श + ा + स् + अ + क + ा + च + ी
प्रशासकीय,1,प् + र् + अ + श + ा + स् + अ + क + ी + य् + अ
प्रशासन,1,प् + र् + अ + श + ा + स् + अ + न् + अ
प्रशासनाने,3,प् + र् + अ + श + ा + स् + अ + न + ा + न + े
प्रशासनाला,1,प् + र् + अ + श + ा + स् + अ + न + ा + ल + ा
प्रशिक्षण,2,प् + र् + अ + श + ि + क् + ष् + अ + ण् + अ
प्रश्न,19,प् + र् + अ + श् + न् + अ
प्रश्नचिन्ह,1,प् + र् + अ + श् + न् + अ + च + ि + न् + ह् + अ
प्रश्नदेखील,1,प् + र् + अ + श् + न् + अ + द + े + ख + ी + ल् + अ
प्रश्नही,1,प् + र् + अ + श् + न् + अ + ह + ी
प्रश्नांवर,1,प् + र् + अ + श् + न + ा + ं + व् + अ + र् + अ
प्रश्नाकडे,1,प् + र् + अ + श् + न + ा + क् + अ + ड + े
प्रश्नात,1,प् + र् + अ + श् + न + ा + त् + अ
प्रश्नाला,4,प् + र् + अ + श् + न + ा + ल + ा
प्रश्नावर,3,प् + र् + अ + श् + न + ा + व् + अ + र् + अ
प्रश्नावरुन,1,प् + र् + अ + श् + न + ा + व् + अ + र + ु + न् + अ
प्रश्नोत्तराच्या,1,प् + र् + अ + श् + न + ो + त् + त् + अ + र + ा + च् + य + ा
प्रसंग,1,प् + र् + अ + स + ं + ग् + अ
प्रसाद,7,प् + र् + अ + स + ा + द् + अ
प्रसार,1,प् + र् + अ + स + ा + र् + अ
प्रसारमाध्यम,1,प् + र् + अ + स + ा + र् + अ + म + ा + ध् + य् + अ + म् + अ
प्रसारमाध्यमांना,1,प् + र् + अ + स + ा + र् + अ + म + ा + ध् + य् + अ + म + ा + ं + न + ा
प्रसारमाध्यमांनी,2,प् + र् + अ + स + ा + र् + अ + म + ा + ध् + य् + अ + म + ा + ं + न + ी
प्रसारमाध्यमांशी,2,प् + र् + अ + स + ा + र् + अ + म + ा + ध् + य् + अ + म + ा + ं + श + ी
प्रसारित,1,प् + र् + अ + स + ा + र + ि + त् + अ
प्रसिद्ध,7,प् + र् + अ + स + ि + द् + ध् + अ
प्रसून,1,प् + र् + अ + स + ू + न् + अ
प्रस्ताव,7,प् + र् + अ + स् + त + ा + व् + अ
प्रस्तावा,1,प् + र् + अ + स् + त + ा + व + ा
प्रस्तावाच्या,1,प् + र् + अ + स् + त + ा + व + ा + च् + य + ा
प्रस्तावावर,1,प् + र् + अ + स् + त + ा + व + ा + व् + अ + र् + अ
प्रस्थापित,2,प् + र् + अ + स् + थ + ा + प + ि + त् + अ
प्रहारच्याच,1,प् + र् + अ + ह + ा + र् + अ + च् + य + ा + च् + अ
प्रांतात,5,प् + र + ा + ं + त + ा + त् + अ
प्रांतातील,1,प् + र + ा + ं + त + ा + त + ी + ल् + अ
प्राचार्य,1,प् + र + ा + च + ा + र् + य् + अ
प्राणांतिक,1,प् + र + ा + ण + ा + ं + त + ि + क् + अ
प्राथमिक,5,प् + र + ा + थ् + अ + म + ि + क् + अ
प्रादेशिक,2,प् + र + ा + द + े + श + ि + क् + अ
प्राधान्य,2,प् + र + ा + ध + ा + न् + य् + अ
प्राधान्याचा,3,प् + र + ा + ध + ा + न् + य + ा + च + ा
प्राधिकरणाचे,1,प् + र + ा + ध + ि + क् + अ + र् + अ + ण + ा + च + े
प्राधिकरणाने,1,प् + र + ा + ध + ि + क् + अ + र् + अ + ण + ा + न + े
प्राध्यापकांना,1,प् + र + ा + ध् + य + ा + प् + अ + क + ा + ं + न + ा
प्राध्यापकांमार्फत,1,प् + र + ा + ध् + य + ा + प् + अ + क + ा + ं + म + ा + र् + फ् + अ + त् + अ
प्राप्त,2,प् + र + ा + प् + त् + अ
प्राप्तिकर,2,प् + र + ा + प् + त + ि + क् + अ + र् + अ
प्राप्तीकर,1,प् + र + ा + प् + त + ी + क् + अ + र् + अ
प्राबल्य,1,प् + र + ा + ब् + अ + ल् + य् + अ
प्रामुख्याने,1,प् + र + ा + म + ु + ख् + य + ा + न + े
प्रासादात,1,प् + र + ा + स + ा + द + ा + त् + अ
प्रिंट,3,प् + र + ि + ं + ट् + अ
प्रिन्स,3,प् + र + ि + न् + स् + अ
प्रियांकाची,2,प् + र + ि + य + ा + ं + क + ा + च + ी
प्रे,1,प् + र + े
प्रेक्षकांतील,1,प् + र + े + क् + ष् + अ + क + ा + ं + त + ी + ल् + अ
प्रेडो,1,प् + र + े + ड + ो
प्रेम,2,प् + र + े + म् + अ
